query,markup
нарзан вода 0.45л,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 17, 'B-VOLUME')]"
тетрадь 5.12л,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME')]"
магия востока приправа 15г,"[(0, 5, 'B-BRAND'), (6, 13, 'I-BRAND'), (14, 22, 'B-TYPE'), (23, 26, 'B-VOLUME')]"
блокнот 40л,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
"heinz кетчуп 0,35 кг","[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME')]"
агуша каша 10.0% 200г,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 16, 'B-PERCENT'), (17, 21, 'B-VOLUME')]"
агуша каша 10.0 % 200г,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 15, 'B-PERCENT'), (16, 17, 'I-PERCENT'), (18, 22, 'B-VOLUME')]"
"okf вода 0,35Л","[(0, 3, 'B-BRAND'), (4, 8, 'B-TYPE'), (9, 14, 'B-VOLUME')]"
хлеб 600г,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME')]"
grass мыло 5 л,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
"чудо пудинг 3,1% 125г","[(0, 4, 'B-BRAND'), (5, 11, 'B-TYPE'), (12, 16, 'B-PERCENT'), (17, 21, 'B-VOLUME')]"
"чудо пудинг 3,1 % 125г","[(0, 4, 'B-BRAND'), (5, 11, 'B-TYPE'), (12, 15, 'B-PERCENT'), (16, 17, 'I-PERCENT'), (18, 22, 'B-VOLUME')]"
kotanyi приправа 20 г,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
skittles 38г,"[(0, 8, 'B-BRAND'), (9, 12, 'B-VOLUME')]"
sen soy соус 15г,"[(0, 3, 'B-BRAND'), (4, 7, 'I-BRAND'), (8, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
little one лакомство 75г,"[(0, 6, 'B-BRAND'), (7, 10, 'I-BRAND'), (11, 20, 'B-TYPE'), (21, 24, 'B-VOLUME')]"
"пусеты 1,65г","[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME')]"
петруха филе 750Г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
хлебный спас печенье 1кг,"[(0, 7, 'B-BRAND'), (8, 12, 'I-BRAND'), (13, 20, 'B-TYPE'), (21, 24, 'B-VOLUME')]"
nivea дезодорант 150 мл,"[(0, 5, 'B-BRAND'), (6, 16, 'B-TYPE'), (17, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
останкино сосиски 350г,"[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
berlingo подушка 20г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 20, 'B-VOLUME')]"
груша 0.658 кг,"[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
атяшево сосиски 600г,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
мирамистин раствор 0.01% 150мл,"[(0, 10, 'B-BRAND'), (11, 18, 'B-TYPE'), (19, 24, 'B-PERCENT'), (25, 30, 'B-VOLUME')]"
мирамистин раствор 0.01 % 150мл,"[(0, 10, 'B-BRAND'), (11, 18, 'B-TYPE'), (19, 23, 'B-PERCENT'), (24, 25, 'I-PERCENT'), (26, 31, 'B-VOLUME')]"
котлета 100г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
окраина колбаса 100г,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
nescafe кофе 75г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
navigator скоба 50шт,"[(0, 9, 'B-BRAND'), (10, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
"асканели чача 40% 0,5л","[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 17, 'B-PERCENT'), (18, 22, 'B-VOLUME')]"
"асканели чача 40 % 0,5л","[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 16, 'B-PERCENT'), (17, 18, 'I-PERCENT'), (19, 23, 'B-VOLUME')]"
librederm крем 50мл,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
воронцовские сухарики 40 г,"[(0, 12, 'B-BRAND'), (13, 21, 'B-TYPE'), (22, 24, 'B-VOLUME'), (25, 26, 'I-VOLUME')]"
ассам чай 50г,"[(0, 5, 'B-BRAND'), (6, 9, 'B-TYPE'), (10, 13, 'B-VOLUME')]"
носки 3 шт,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
рублики пельмени 900г,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
долобене гель 90г,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
напиток 1Л,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME')]"
шприц 1мл,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
за родину килька 240г,"[(0, 2, 'B-BRAND'), (3, 9, 'I-BRAND'), (10, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
киви 0.152 кг,"[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
ahya сливки 22% 400 мл,"[(0, 4, 'B-BRAND'), (5, 11, 'B-TYPE'), (12, 15, 'B-PERCENT'), (16, 19, 'B-VOLUME'), (20, 22, 'I-VOLUME')]"
ahya сливки 22 % 400 мл,"[(0, 4, 'B-BRAND'), (5, 11, 'B-TYPE'), (12, 14, 'B-PERCENT'), (15, 16, 'I-PERCENT'), (17, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
"swell сок 0,25л","[(0, 5, 'B-BRAND'), (6, 9, 'B-TYPE'), (10, 15, 'B-VOLUME')]"
heinz соус 230г,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
maggi 21г,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME')]"
добрый 1л,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME')]"
gerber пюре 130 г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
"burn напиток 0,5л","[(0, 4, 'B-BRAND'), (5, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
halls 25г,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME')]"
"кржмелька коктейль 1,03л","[(0, 9, 'B-BRAND'), (10, 18, 'B-TYPE'), (19, 24, 'B-VOLUME')]"
макфа крупа 800г,"[(0, 5, 'B-BRAND'), (6, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
окраина колбаса 200г,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
demi star дом 10шт,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
"tikkurila краска 2,7л","[(0, 9, 'B-BRAND'), (10, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
chanel крем 200г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
фруто няня пюре 100г,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
sfm hospital products gmbh шприц 3мл,"[(0, 3, 'B-BRAND'), (4, 12, 'I-BRAND'), (13, 21, 'I-BRAND'), (22, 26, 'I-BRAND'), (27, 32, 'B-TYPE'), (33, 36, 'B-VOLUME')]"
кдв печенье 208г,"[(0, 3, 'B-BRAND'), (4, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
dark orchid шар 100шт,"[(0, 4, 'B-BRAND'), (5, 11, 'I-BRAND'), (12, 15, 'B-TYPE'), (16, 21, 'B-VOLUME')]"
емеля сухарики 40г,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
скобы 1000 шт,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
саморезы 11шт,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
purina корм 14кг,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
фруктовый сад сок 12шт,"[(0, 9, 'B-BRAND'), (10, 13, 'I-BRAND'), (14, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
exegate блок 1 г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME')]"
"пирог 0,220г","[(0, 5, 'B-TYPE'), (6, 12, 'B-VOLUME')]"
"здоровый дом масло 1,8л","[(0, 8, 'B-BRAND'), (9, 12, 'I-BRAND'), (13, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
amro фисташки 30г,"[(0, 4, 'B-BRAND'), (5, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
кнауф вата 24 шт,"[(0, 5, 'B-BRAND'), (6, 10, 'B-TYPE'), (11, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME')]"
"жигулевское пиво 4,3% 1л","[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 21, 'B-PERCENT'), (22, 24, 'B-VOLUME')]"
"жигулевское пиво 4,3 % 1л","[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 20, 'B-PERCENT'), (21, 22, 'I-PERCENT'), (23, 25, 'B-VOLUME')]"
lindt шоколад 100г,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
"j7 сок 0,97 л","[(0, 2, 'B-BRAND'), (3, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]"
organic beauty мыло 500мл,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 19, 'B-TYPE'), (20, 25, 'B-VOLUME')]"
авен гель для душа 200 мл,"[(0, 4, 'B-BRAND'), (5, 9, 'B-TYPE'), (10, 13, 'I-TYPE'), (14, 18, 'I-TYPE'), (19, 22, 'B-VOLUME'), (23, 25, 'I-VOLUME')]"
corsar сигариллы 2шт,"[(0, 6, 'B-BRAND'), (7, 16, 'B-TYPE'), (17, 20, 'B-VOLUME')]"
калинов родник вода 9 л,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 19, 'B-TYPE'), (20, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
чистая линия крем 250 мл,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 17, 'B-TYPE'), (18, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
педигри 85г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME')]"
благовония 20 шт,"[(0, 10, 'B-TYPE'), (11, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME')]"
romeo e giulietta печенье 135г,"[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 17, 'I-BRAND'), (18, 25, 'B-TYPE'), (26, 30, 'B-VOLUME')]"
бант 10 шт,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
лопата 202774 шт,"[(0, 6, 'B-TYPE'), (7, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME')]"
добрый 2л,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME')]"
meine liebe средство для мытья 500мл,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 20, 'B-TYPE'), (21, 24, 'I-TYPE'), (25, 30, 'I-TYPE'), (31, 36, 'B-VOLUME')]"
kinder яйцо 20 г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME')]"
grass очиститель 600 мл,"[(0, 5, 'B-BRAND'), (6, 16, 'B-TYPE'), (17, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
пломбир 350г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
gillette станок 1 ШТ,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME')]"
хочу хочу маффин 110 г,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 16, 'B-TYPE'), (17, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
календарь 2021 г,"[(0, 9, 'B-TYPE'), (10, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME')]"
laime сыр 55% 125г,"[(0, 5, 'B-BRAND'), (6, 9, 'B-TYPE'), (10, 13, 'B-PERCENT'), (14, 18, 'B-VOLUME')]"
laime сыр 55 % 125г,"[(0, 5, 'B-BRAND'), (6, 9, 'B-TYPE'), (10, 12, 'B-PERCENT'), (13, 14, 'I-PERCENT'), (15, 19, 'B-VOLUME')]"
глобус крем 500Г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
whiskas паштет 75г,"[(0, 7, 'B-BRAND'), (8, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
савушкин продукт сыр 50% 150г,"[(0, 8, 'B-BRAND'), (9, 16, 'I-BRAND'), (17, 20, 'B-TYPE'), (21, 24, 'B-PERCENT'), (25, 29, 'B-VOLUME')]"
савушкин продукт сыр 50 % 150г,"[(0, 8, 'B-BRAND'), (9, 16, 'I-BRAND'), (17, 20, 'B-TYPE'), (21, 23, 'B-PERCENT'), (24, 25, 'I-PERCENT'), (26, 30, 'B-VOLUME')]"
антей суперфосфат 1 кг,"[(0, 5, 'B-BRAND'), (6, 17, 'B-TYPE'), (18, 19, 'B-VOLUME'), (20, 22, 'I-VOLUME')]"
"молоко 3,2% 0,9 кг","[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT'), (12, 15, 'B-VOLUME'), (16, 18, 'I-VOLUME')]"
"молоко 3,2 % 0,9 кг","[(0, 6, 'B-TYPE'), (7, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT'), (13, 16, 'B-VOLUME'), (17, 19, 'I-VOLUME')]"
soudal герметик 300мл,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 21, 'B-VOLUME')]"
альт тетрадь 24л,"[(0, 4, 'B-BRAND'), (5, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
winner корм 800 г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
il primo сок 200Г,"[(0, 2, 'B-BRAND'), (3, 8, 'I-BRAND'), (9, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
шорты 100%,"[(0, 5, 'B-TYPE'), (6, 10, 'B-PERCENT')]"
шорты 100 %,"[(0, 5, 'B-TYPE'), (6, 9, 'B-PERCENT'), (10, 11, 'I-PERCENT')]"
курага 1кг,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
"callebaut шоколад 33,6% 250 г","[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 23, 'B-PERCENT'), (24, 27, 'B-VOLUME'), (28, 29, 'I-VOLUME')]"
"callebaut шоколад 33,6 % 250 г","[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 22, 'B-PERCENT'), (23, 24, 'I-PERCENT'), (25, 28, 'B-VOLUME'), (29, 30, 'I-VOLUME')]"
любятово печенье 304г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
колбаски 360г,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
сибагро колбаса 450г,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
батарейки 4ШТ,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME')]"
pampers подгузники 5 кг,"[(0, 7, 'B-BRAND'), (8, 18, 'B-TYPE'), (19, 20, 'B-VOLUME'), (21, 23, 'I-VOLUME')]"
екатерина великая сыр 50%,"[(0, 9, 'B-BRAND'), (10, 17, 'I-BRAND'), (18, 21, 'B-TYPE'), (22, 25, 'B-PERCENT')]"
екатерина великая сыр 50 %,"[(0, 9, 'B-BRAND'), (10, 17, 'I-BRAND'), (18, 21, 'B-TYPE'), (22, 24, 'B-PERCENT'), (25, 26, 'I-PERCENT')]"
"пискаревское биоряженка 4% 0,5 л","[(0, 12, 'B-BRAND'), (13, 23, 'B-TYPE'), (24, 26, 'B-PERCENT'), (27, 30, 'B-VOLUME'), (31, 32, 'I-VOLUME')]"
"пискаревское биоряженка 4 % 0,5 л","[(0, 12, 'B-BRAND'), (13, 23, 'B-TYPE'), (24, 25, 'B-PERCENT'), (26, 27, 'I-PERCENT'), (28, 31, 'B-VOLUME'), (32, 33, 'I-VOLUME')]"
фрутоняня пюре 250г,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
перекись водорода 3% 100мл,"[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE'), (18, 20, 'B-PERCENT'), (21, 26, 'B-VOLUME')]"
перекись водорода 3 % 100мл,"[(0, 8, 'B-TYPE'), (9, 17, 'I-TYPE'), (18, 19, 'B-PERCENT'), (20, 21, 'I-PERCENT'), (22, 27, 'B-VOLUME')]"
hatber тетрадь 24 л,"[(0, 6, 'B-BRAND'), (7, 14, 'B-TYPE'), (15, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME')]"
булочка 200г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
top gear полотенце 70 шт,"[(0, 3, 'B-BRAND'), (4, 8, 'I-BRAND'), (9, 18, 'B-TYPE'), (19, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
"red bull 0,355Л","[(0, 3, 'B-BRAND'), (4, 8, 'I-BRAND'), (9, 15, 'B-VOLUME')]"
изделие сахаристое 12 г,"[(0, 7, 'B-TYPE'), (8, 18, 'I-TYPE'), (19, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
bombbar печенье 40г,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
"хлеб 0,3кг","[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME')]"
"logic капсулы 2,9%","[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 18, 'B-PERCENT')]"
"logic капсулы 2,9 %","[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 17, 'B-PERCENT'), (18, 19, 'I-PERCENT')]"
сластена мороженое пломбир 12% 1000г,"[(0, 8, 'B-BRAND'), (9, 18, 'B-TYPE'), (19, 26, 'I-TYPE'), (27, 30, 'B-PERCENT'), (31, 36, 'B-VOLUME')]"
сластена мороженое пломбир 12 % 1000г,"[(0, 8, 'B-BRAND'), (9, 18, 'B-TYPE'), (19, 26, 'I-TYPE'), (27, 29, 'B-PERCENT'), (30, 31, 'I-PERCENT'), (32, 37, 'B-VOLUME')]"
махеевъ кетчуп 300 Г,"[(0, 7, 'B-BRAND'), (8, 14, 'B-TYPE'), (15, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
domestos чистящее средство 1 л,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 26, 'I-TYPE'), (27, 28, 'B-VOLUME'), (29, 30, 'I-VOLUME')]"
отвод 90 г,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
hp ноутбук 1 шт,"[(0, 2, 'B-BRAND'), (3, 10, 'B-TYPE'), (11, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME')]"
"almador масло 0,79л","[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 19, 'B-VOLUME')]"
abro герметик 325мл,"[(0, 4, 'B-BRAND'), (5, 13, 'B-TYPE'), (14, 19, 'B-VOLUME')]"
energizer батарейки 2шт,"[(0, 9, 'B-BRAND'), (10, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
чайкофский сахар 450г,"[(0, 10, 'B-BRAND'), (11, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
махеевъ горчица 190г,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
абрау-дюрсо шампанское 0.75л,"[(0, 11, 'B-BRAND'), (12, 22, 'B-TYPE'), (23, 28, 'B-VOLUME')]"
atlas механизм 000183 шт,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
whiskas корм 85г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
berlingo ластик 00120 шт,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
тяну-ка мармелад 140г,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
шпильки 50шт,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
bebeto мармелад 35г,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
эвалар чай 1.5г,"[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
сырник 50г,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
варежки 4 г,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
pro plan 85г,"[(0, 3, 'B-BRAND'), (4, 8, 'I-BRAND'), (9, 12, 'B-VOLUME')]"
здравень турбо удобрение 30Г,"[(0, 8, 'B-BRAND'), (9, 14, 'I-BRAND'), (15, 24, 'B-TYPE'), (25, 28, 'B-VOLUME')]"
paulig кофе 1кг,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 15, 'B-VOLUME')]"
белослава сыр 50%,"[(0, 9, 'B-BRAND'), (10, 13, 'B-TYPE'), (14, 17, 'B-PERCENT')]"
белослава сыр 50 %,"[(0, 9, 'B-BRAND'), (10, 13, 'B-TYPE'), (14, 16, 'B-PERCENT'), (17, 18, 'I-PERCENT')]"
простоквашино сметана 20% 315 Г,"[(0, 13, 'B-BRAND'), (14, 21, 'B-TYPE'), (22, 25, 'B-PERCENT'), (26, 29, 'B-VOLUME'), (30, 31, 'I-VOLUME')]"
простоквашино сметана 20 % 315 Г,"[(0, 13, 'B-BRAND'), (14, 21, 'B-TYPE'), (22, 24, 'B-PERCENT'), (25, 26, 'I-PERCENT'), (27, 30, 'B-VOLUME'), (31, 32, 'I-VOLUME')]"
"отривин спрей 0,05% 10МЛ","[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 19, 'B-PERCENT'), (20, 24, 'B-VOLUME')]"
"отривин спрей 0,05 % 10МЛ","[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 18, 'B-PERCENT'), (19, 20, 'I-PERCENT'), (21, 25, 'B-VOLUME')]"
zewa полотенца 2шт,"[(0, 4, 'B-BRAND'), (5, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
русский холод мороженое 70г,"[(0, 7, 'B-BRAND'), (8, 13, 'I-BRAND'), (14, 23, 'B-TYPE'), (24, 27, 'B-VOLUME')]"
юбилейное печенье 112г,"[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
"stella artois пиво 0,45л","[(0, 6, 'B-BRAND'), (7, 13, 'I-BRAND'), (14, 18, 'B-TYPE'), (19, 24, 'B-VOLUME')]"
фуфайка 10л,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
lays чипсы 140г,"[(0, 4, 'B-BRAND'), (5, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
шкипер брукк кальмар 20Г,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 20, 'B-TYPE'), (21, 24, 'B-VOLUME')]"
рузком паштет 100г,"[(0, 6, 'B-BRAND'), (7, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
aga антифриз 946 мл,"[(0, 3, 'B-BRAND'), (4, 12, 'B-TYPE'), (13, 16, 'B-VOLUME'), (17, 19, 'I-VOLUME')]"
"новотерская вода 0,5Л","[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
"домик в деревне молоко 3,2% 0,95л","[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 22, 'B-TYPE'), (23, 27, 'B-PERCENT'), (28, 33, 'B-VOLUME')]"
"домик в деревне молоко 3,2 % 0,95л","[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 22, 'B-TYPE'), (23, 26, 'B-PERCENT'), (27, 28, 'I-PERCENT'), (29, 34, 'B-VOLUME')]"
фишка мороженое 150 мл,"[(0, 5, 'B-BRAND'), (6, 15, 'B-TYPE'), (16, 19, 'B-VOLUME'), (20, 22, 'I-VOLUME')]"
кружка 250мл,"[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME')]"
артель хлеб 400г,"[(0, 6, 'B-BRAND'), (7, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
открытка 135 шт,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME')]"
вкусный день сырок 45Г,"[(0, 7, 'B-BRAND'), (8, 12, 'I-BRAND'), (13, 18, 'B-TYPE'), (19, 22, 'B-VOLUME')]"
лаваш 360 г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
dsv ремень 2шт,"[(0, 3, 'B-BRAND'), (4, 10, 'B-TYPE'), (11, 14, 'B-VOLUME')]"
жилет 30%,"[(0, 5, 'B-TYPE'), (6, 9, 'B-PERCENT')]"
жилет 30 %,"[(0, 5, 'B-TYPE'), (6, 8, 'B-PERCENT'), (9, 10, 'I-PERCENT')]"
кдв печенье 208г,"[(0, 3, 'B-BRAND'), (4, 11, 'B-TYPE'), (12, 16, 'B-VOLUME')]"
називин капли 0.025% 10МЛ,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 20, 'B-PERCENT'), (21, 25, 'B-VOLUME')]"
називин капли 0.025 % 10МЛ,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 19, 'B-PERCENT'), (20, 21, 'I-PERCENT'), (22, 26, 'B-VOLUME')]"
