query,markup
сырок коровка из кореновки 50 г,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 16, 'I-BRAND'), (17, 26, 'I-BRAND'), (27, 29, 'B-VOLUME'), (30, 31, 'I-VOLUME')]"
palizh 140 г колер,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 18, 'B-TYPE')]"
виридо 250мл крышка,"[(0, 6, 'B-BRAND'), (7, 12, 'B-VOLUME'), (13, 19, 'B-TYPE')]"
сыробогатов 200 г 55% сыр,"[(0, 11, 'B-BRAND'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME'), (18, 21, 'B-PERCENT'), (22, 25, 'B-TYPE')]"
крем cif 500г,"[(0, 4, 'B-TYPE'), (5, 8, 'B-BRAND'), (9, 13, 'B-VOLUME')]"
castrol 1л масло,"[(0, 7, 'B-BRAND'), (8, 10, 'B-VOLUME'), (11, 16, 'B-TYPE')]"
"ферм лит молоко 1,5% 1000мл","[(0, 4, 'B-BRAND'), (5, 8, 'I-BRAND'), (9, 15, 'B-TYPE'), (16, 20, 'B-PERCENT'), (21, 27, 'B-VOLUME')]"
пакеты malibri 50шт,"[(0, 6, 'B-TYPE'), (7, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
aqua minerale 1л вода,"[(0, 4, 'B-BRAND'), (5, 13, 'I-BRAND'), (14, 16, 'B-VOLUME'), (17, 21, 'B-TYPE')]"
лепестки 100г royal nut,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 19, 'B-BRAND'), (20, 23, 'I-BRAND')]"
семена 10 шт,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
колбаса 100Г останкино,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 22, 'B-BRAND')]"
поводок flexi 50кг,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 18, 'B-VOLUME')]"
chameleon аэрозоль 140мл,"[(0, 9, 'B-BRAND'), (10, 18, 'B-TYPE'), (19, 24, 'B-VOLUME')]"
главпродукт шпроты 160г,"[(0, 11, 'B-BRAND'), (12, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
"пиво 1,3л 5% белый медведь","[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 12, 'B-PERCENT'), (13, 18, 'B-BRAND'), (19, 26, 'I-BRAND')]"
ярославский бакалейщик 450г улитки,"[(0, 11, 'B-BRAND'), (12, 22, 'I-BRAND'), (23, 27, 'B-VOLUME'), (28, 34, 'B-TYPE')]"
сливки 20г 10% простоквашино,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 14, 'B-PERCENT'), (15, 28, 'B-BRAND')]"
мистраль хлопья 400г,"[(0, 8, 'B-BRAND'), (9, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
салат 0.25КГ,"[(0, 5, 'B-TYPE'), (6, 12, 'B-VOLUME')]"
агрокиллер 90мл август,"[(0, 10, 'B-TYPE'), (11, 15, 'B-VOLUME'), (16, 22, 'B-BRAND')]"
анаком 60 г вермишель,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME'), (12, 21, 'B-TYPE')]"
снек 50г doshirak,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 17, 'B-BRAND')]"
приморское пирожное 1шт,"[(0, 10, 'B-BRAND'), (11, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
"сок 0,2л гость","[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 14, 'B-BRAND')]"
palmolive мыло 90г,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
килька 240Г за родину,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 14, 'B-BRAND'), (15, 21, 'I-BRAND')]"
"кашпо 0,9л","[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
щетка 18шт ариана,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 17, 'B-BRAND')]"
печенье сладкая слобода 1 кг,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 23, 'I-BRAND'), (24, 25, 'B-VOLUME'), (26, 28, 'I-VOLUME')]"
красный октябрь 250Г тортики,"[(0, 7, 'B-BRAND'), (8, 15, 'I-BRAND'), (16, 20, 'B-VOLUME'), (21, 28, 'B-TYPE')]"
щечки 30г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
parmalat 3.5% молоко 1 л,"[(0, 8, 'B-BRAND'), (9, 13, 'B-PERCENT'), (14, 20, 'B-TYPE'), (21, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME')]"
"пиво 0,45л 4,2% staropramen","[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 15, 'B-PERCENT'), (16, 27, 'B-BRAND')]"
"брюки 30, шт","[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
краска и ресниц 20 мл студио,"[(0, 6, 'B-TYPE'), (7, 8, 'I-TYPE'), (9, 15, 'I-TYPE'), (16, 18, 'B-VOLUME'), (19, 21, 'I-VOLUME'), (22, 28, 'B-BRAND')]"
печенье сладонеж 350 г,"[(0, 7, 'B-TYPE'), (8, 16, 'B-BRAND'), (17, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
маслины mikado 300г,"[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
"valio 0,4% йогурт 330г","[(0, 5, 'B-BRAND'), (6, 10, 'B-PERCENT'), (11, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
вода курортный парк 1.5Л,"[(0, 4, 'B-TYPE'), (5, 14, 'B-BRAND'), (15, 19, 'I-BRAND'), (20, 24, 'B-VOLUME')]"
"пиво крым 1,5л 4,4%","[(0, 4, 'B-TYPE'), (5, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 19, 'B-PERCENT')]"
скумбрия совок 250г,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
тетрадь 18л,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
приправа 10 г русский аппетит,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 21, 'B-BRAND'), (22, 29, 'I-BRAND')]"
"настойка морозов перегон 0,5Л","[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 24, 'I-BRAND'), (25, 29, 'B-VOLUME')]"
вкусняев 930г кефир,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 19, 'B-TYPE')]"
кетчуп балтимор 320г,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
2200025004627 Г орех,"[(0, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME'), (16, 20, 'B-TYPE')]"
яйцо 10шт окское,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 16, 'B-BRAND')]"
glade 300мл освежитель,"[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 22, 'B-TYPE')]"
шейка 10г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
рот фронт конфеты 250 г,"[(0, 3, 'B-BRAND'), (4, 9, 'I-BRAND'), (10, 17, 'B-TYPE'), (18, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
два капитана 180г коктейль,"[(0, 3, 'B-BRAND'), (4, 12, 'I-BRAND'), (13, 17, 'B-VOLUME'), (18, 26, 'B-TYPE')]"
zic масло 1л,"[(0, 3, 'B-BRAND'), (4, 9, 'B-TYPE'), (10, 12, 'B-VOLUME')]"
ozera шоколад 50 г,"[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
"1,5кг pro plan","[(0, 5, 'B-VOLUME'), (6, 9, 'B-BRAND'), (10, 14, 'I-BRAND')]"
калинов родничок вода 1 л,"[(0, 7, 'B-BRAND'), (8, 16, 'I-BRAND'), (17, 21, 'B-TYPE'), (22, 23, 'B-VOLUME'), (24, 25, 'I-VOLUME')]"
агуша 90г пюре,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 14, 'B-TYPE')]"
425мл престиж,"[(0, 5, 'B-VOLUME'), (6, 13, 'B-BRAND')]"
ирис надежда 385г,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
свитлогорье сыр 80Г,"[(0, 11, 'B-BRAND'), (12, 15, 'B-TYPE'), (16, 19, 'B-VOLUME')]"
пауч 85г sheba,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 14, 'B-BRAND')]"
"жатецкий гусь 0,45л 4,6% пиво","[(0, 8, 'B-BRAND'), (9, 13, 'I-BRAND'), (14, 19, 'B-VOLUME'), (20, 24, 'B-PERCENT'), (25, 29, 'B-TYPE')]"
veritas нить 100%,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 17, 'B-PERCENT')]"
приправа 7Г магия востока,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 17, 'B-BRAND'), (18, 25, 'I-BRAND')]"
футляр 10 л,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
крючок 300шт,"[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME')]"
попкорн продлайн 350г,"[(0, 7, 'B-TYPE'), (8, 16, 'B-BRAND'), (17, 21, 'B-VOLUME')]"
akos 2шт колгот,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME'), (9, 15, 'B-TYPE')]"
чай 650 мл,"[(0, 3, 'B-TYPE'), (4, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
пельмени меликян 800г,"[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 21, 'B-VOLUME')]"
deso 1л дезинфицирующее средство,"[(0, 4, 'B-BRAND'), (5, 7, 'B-VOLUME'), (8, 23, 'B-TYPE'), (24, 32, 'I-TYPE')]"
стейк мираторг 400г,"[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
gustus 680г огурцы,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 18, 'B-TYPE')]"
"karmy 1,5 кг","[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
зефир 390 г петербургский кондитеръ,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME'), (12, 25, 'B-BRAND'), (26, 35, 'I-BRAND')]"
шоколад 200г karl fazer,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 17, 'B-BRAND'), (18, 23, 'I-BRAND')]"
мулине 100%,"[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT')]"
бепантен 5% 100г крем,"[(0, 8, 'B-BRAND'), (9, 11, 'B-PERCENT'), (12, 16, 'B-VOLUME'), (17, 21, 'B-TYPE')]"
йогурт 120г 2.5% epos,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 16, 'B-PERCENT'), (17, 21, 'B-BRAND')]"
лаваш 360г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
нитки 30шт,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
хлопья ясно солнышко 375г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND'), (12, 20, 'I-BRAND'), (21, 25, 'B-VOLUME')]"
"кефир 2,5% 1 л","[(0, 5, 'B-TYPE'), (6, 10, 'B-PERCENT'), (11, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
слойка 80г,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
крем librederm 50 мл,"[(0, 4, 'B-TYPE'), (5, 14, 'B-BRAND'), (15, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME')]"
сок 1л 100% добрый,"[(0, 3, 'B-TYPE'), (4, 6, 'B-VOLUME'), (7, 11, 'B-PERCENT'), (12, 18, 'B-BRAND')]"
сыр 140г президент,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 18, 'B-BRAND')]"
алтайская буренка 250Г творог 9%,"[(0, 9, 'B-BRAND'), (10, 17, 'I-BRAND'), (18, 22, 'B-VOLUME'), (23, 29, 'B-TYPE'), (30, 32, 'B-PERCENT')]"
"творог 210г простоквашино 0,2%","[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 25, 'B-BRAND'), (26, 30, 'B-PERCENT')]"
"йогурт 300г 3,5%","[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 16, 'B-PERCENT')]"
козинак азовская 50г,"[(0, 7, 'B-TYPE'), (8, 16, 'B-BRAND'), (17, 20, 'B-VOLUME')]"
"ягуар 0,5л напиток","[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 18, 'B-TYPE')]"
арбидол 5МЛ суспензия,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME'), (12, 21, 'B-TYPE')]"
семечки 100г джинн,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 18, 'B-BRAND')]"
felix 5КГ антифриз,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 18, 'B-TYPE')]"
милка 90г шоколад,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 17, 'B-TYPE')]"
"casilda вино 0,75л","[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 18, 'B-VOLUME')]"
золото европы сыр 240Г 45%,"[(0, 6, 'B-BRAND'), (7, 13, 'I-BRAND'), (14, 17, 'B-TYPE'), (18, 22, 'B-VOLUME'), (23, 26, 'B-PERCENT')]"
"вода 0,33л агуша","[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 16, 'B-BRAND')]"
худоян 130г салат,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 17, 'B-TYPE')]"
окраина колбаса 500г,"[(0, 7, 'B-BRAND'), (8, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
"напиток 250мл nemoloko 3,2%","[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME'), (14, 22, 'B-BRAND'), (23, 27, 'B-PERCENT')]"
рулетики 100г,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
дезацид форте капли 10мл,"[(0, 7, 'B-BRAND'), (8, 13, 'I-BRAND'), (14, 19, 'B-TYPE'), (20, 24, 'B-VOLUME')]"
aura мыло 300мл,"[(0, 4, 'B-BRAND'), (5, 9, 'B-TYPE'), (10, 15, 'B-VOLUME')]"
соус heinz 230г,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
предпортовая 2кг мука,"[(0, 12, 'B-BRAND'), (13, 16, 'B-VOLUME'), (17, 21, 'B-TYPE')]"
российское шампанское 0.75л,"[(0, 10, 'B-BRAND'), (11, 21, 'B-TYPE'), (22, 27, 'B-VOLUME')]"
ромашка 800 мл,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
"вермишель 0,5 кг гальяни","[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME'), (14, 16, 'I-VOLUME'), (17, 24, 'B-BRAND')]"
матрикс 3г уровень,"[(0, 7, 'B-BRAND'), (8, 10, 'B-VOLUME'), (11, 18, 'B-TYPE')]"
"бирское 3,2% молоко","[(0, 7, 'B-BRAND'), (8, 12, 'B-PERCENT'), (13, 19, 'B-TYPE')]"
лапша ролтон 90г,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 16, 'B-VOLUME')]"
сок 2л дары кубани,"[(0, 3, 'B-TYPE'), (4, 6, 'B-VOLUME'), (7, 11, 'B-BRAND'), (12, 18, 'I-BRAND')]"
минская марка творог 350г 9%,"[(0, 7, 'B-BRAND'), (8, 13, 'I-BRAND'), (14, 20, 'B-TYPE'), (21, 25, 'B-VOLUME'), (26, 28, 'B-PERCENT')]"
паштет 105г hame,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 16, 'B-BRAND')]"
леденцы 33г halls,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 17, 'B-BRAND')]"
бон пари 40г мармелад,"[(0, 3, 'B-BRAND'), (4, 8, 'I-BRAND'), (9, 12, 'B-VOLUME'), (13, 21, 'B-TYPE')]"
ecola 95 Л лампа,"[(0, 5, 'B-BRAND'), (6, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME'), (11, 16, 'B-TYPE')]"
крем selfielab 30г,"[(0, 4, 'B-TYPE'), (5, 14, 'B-BRAND'), (15, 18, 'B-VOLUME')]"
советские традиции 45г сырок,"[(0, 9, 'B-BRAND'), (10, 18, 'I-BRAND'), (19, 22, 'B-VOLUME'), (23, 28, 'B-TYPE')]"
гель 20% 16Г фосфалюгель,"[(0, 4, 'B-TYPE'), (5, 8, 'B-PERCENT'), (9, 12, 'B-VOLUME'), (13, 24, 'B-BRAND')]"
халва тверская 250г,"[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
pringles чипсы 165г,"[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
быстров каша 40г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
45% сыр,"[(0, 3, 'B-PERCENT'), (4, 7, 'B-TYPE')]"
шоколад 85г milka,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 17, 'B-BRAND')]"
табак stanley 30 г,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
whiskas корм 350г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 17, 'B-VOLUME')]"
пирожное барни 30г,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 18, 'B-VOLUME')]"
аэрозоль рефтамид 100мл,"[(0, 8, 'B-TYPE'), (9, 17, 'B-BRAND'), (18, 23, 'B-VOLUME')]"
мороженое коровка из кореновки 120г,"[(0, 9, 'B-TYPE'), (10, 17, 'B-BRAND'), (18, 20, 'I-BRAND'), (21, 30, 'I-BRAND'), (31, 35, 'B-VOLUME')]"
пастильное изделие 200г,"[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE'), (19, 23, 'B-VOLUME')]"
1л фруктовый сад,"[(0, 2, 'B-VOLUME'), (3, 12, 'B-BRAND'), (13, 16, 'I-BRAND')]"
"савушкин 3,5% 120г паста","[(0, 8, 'B-BRAND'), (9, 13, 'B-PERCENT'), (14, 18, 'B-VOLUME'), (19, 24, 'B-TYPE')]"
саморез mixton 40шт,"[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
шприц 5мл,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
рыбачка соня 240г килька,"[(0, 7, 'B-BRAND'), (8, 12, 'I-BRAND'), (13, 17, 'B-VOLUME'), (18, 24, 'B-TYPE')]"
hi-gear герметик 340г,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
колбаски 120г,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
20г кисель,"[(0, 3, 'B-VOLUME'), (4, 10, 'B-TYPE')]"
"lex 1,00 шт вытяжка","[(0, 3, 'B-BRAND'), (4, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME'), (12, 19, 'B-TYPE')]"
шприц 5мл sfm,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 13, 'B-BRAND')]"
whiskas 85Г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME')]"
merries 22кг подгузники,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 23, 'B-TYPE')]"
40г магуро,"[(0, 3, 'B-VOLUME'), (4, 10, 'B-BRAND')]"
"масло 82,5% вкуснотеево 400 г","[(0, 5, 'B-TYPE'), (6, 11, 'B-PERCENT'), (12, 23, 'B-BRAND'), (24, 27, 'B-VOLUME'), (28, 29, 'I-VOLUME')]"
мясницкий ряд колбаски 70г,"[(0, 9, 'B-BRAND'), (10, 13, 'I-BRAND'), (14, 22, 'B-TYPE'), (23, 26, 'B-VOLUME')]"
angelato рожок 60Г,"[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
линейка 2.164440 Л,"[(0, 7, 'B-TYPE'), (8, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
растишка коктейль 210г,"[(0, 8, 'B-BRAND'), (9, 17, 'B-TYPE'), (18, 22, 'B-VOLUME')]"
гель 300МЛ,"[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME')]"
мыло 90 г абсолют,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 9, 'I-VOLUME'), (10, 17, 'B-BRAND')]"
"altero масло 0,810л","[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 19, 'B-VOLUME')]"
крем реалкосметикс 20г,"[(0, 4, 'B-TYPE'), (5, 18, 'B-BRAND'), (19, 22, 'B-VOLUME')]"
100МЛ спрей,"[(0, 5, 'B-VOLUME'), (6, 11, 'B-TYPE')]"
"лимонад любимый вкус 0,5л","[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 20, 'I-BRAND'), (21, 25, 'B-VOLUME')]"
"водка урожай 0,1л 40%","[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 17, 'B-VOLUME'), (18, 21, 'B-PERCENT')]"
томат 1 кг,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
чай fuzetea 1л,"[(0, 3, 'B-TYPE'), (4, 11, 'B-BRAND'), (12, 14, 'B-VOLUME')]"
"водка архангельская 40% 0,5л","[(0, 5, 'B-TYPE'), (6, 19, 'B-BRAND'), (20, 23, 'B-PERCENT'), (24, 28, 'B-VOLUME')]"
карат творожок 100г,"[(0, 5, 'B-BRAND'), (6, 14, 'B-TYPE'), (15, 19, 'B-VOLUME')]"
увелка 500г крупа,"[(0, 6, 'B-BRAND'), (7, 11, 'B-VOLUME'), (12, 17, 'B-TYPE')]"
монолит 1кг электроды,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME'), (12, 21, 'B-TYPE')]"
"даниссимо 5,5% 130г","[(0, 9, 'B-BRAND'), (10, 14, 'B-PERCENT'), (15, 19, 'B-VOLUME')]"
айдиго приправа 350г,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 20, 'B-VOLUME')]"
концепция быта мешки 220 л,"[(0, 9, 'B-BRAND'), (10, 14, 'I-BRAND'), (15, 20, 'B-TYPE'), (21, 24, 'B-VOLUME'), (25, 26, 'I-VOLUME')]"
йогурт 260 г активиа,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 20, 'B-BRAND')]"
крупа националь 250г,"[(0, 5, 'B-TYPE'), (6, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
пюре 40 г роллтон,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 9, 'I-VOLUME'), (10, 17, 'B-BRAND')]"
напиток рубин фараона 90г,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 21, 'I-BRAND'), (22, 25, 'B-VOLUME')]"
олейна масло 1л,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 15, 'B-VOLUME')]"
2.5 мл кювета,"[(0, 3, 'B-VOLUME'), (4, 6, 'I-VOLUME'), (7, 13, 'B-TYPE')]"
дезодорант 150мл rexona,"[(0, 10, 'B-TYPE'), (11, 16, 'B-VOLUME'), (17, 23, 'B-BRAND')]"
20 л папка,"[(0, 2, 'B-VOLUME'), (3, 4, 'I-VOLUME'), (5, 10, 'B-TYPE')]"
педигри 20% 77г,"[(0, 7, 'B-BRAND'), (8, 11, 'B-PERCENT'), (12, 15, 'B-VOLUME')]"
шампунь dove 380 мл,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 16, 'B-VOLUME'), (17, 19, 'I-VOLUME')]"
gazpromneft масло 3.54кг,"[(0, 11, 'B-BRAND'), (12, 17, 'B-TYPE'), (18, 24, 'B-VOLUME')]"
"сады придонья 0,3л сок","[(0, 4, 'B-BRAND'), (5, 13, 'I-BRAND'), (14, 18, 'B-VOLUME'), (19, 22, 'B-TYPE')]"
demarco 1кг капучино,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME'), (12, 20, 'B-TYPE')]"
bimax 1.5л гель,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 15, 'B-TYPE')]"
чай azercay 100г,"[(0, 3, 'B-TYPE'), (4, 11, 'B-BRAND'), (12, 16, 'B-VOLUME')]"
epika йогурт 130г 6%,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 17, 'B-VOLUME'), (18, 20, 'B-PERCENT')]"
energizer 1ШТ батарейки,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 23, 'B-TYPE')]"
"помада 4,5мл provoc","[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME'), (13, 19, 'B-BRAND')]"
ростагроэкспорт 26% сырок 45г,"[(0, 15, 'B-BRAND'), (16, 19, 'B-PERCENT'), (20, 25, 'B-TYPE'), (26, 29, 'B-VOLUME')]"
морозофф самса 1кг,"[(0, 8, 'B-BRAND'), (9, 14, 'B-TYPE'), (15, 18, 'B-VOLUME')]"
сок 970мл j7,"[(0, 3, 'B-TYPE'), (4, 9, 'B-VOLUME'), (10, 12, 'B-BRAND')]"
герметик 2691082 Г soudal,"[(0, 8, 'B-TYPE'), (9, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME'), (19, 25, 'B-BRAND')]"
вилка makel 10027 шт,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME')]"
синекод сироп 100мл,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 19, 'B-VOLUME')]"
250г фреш,"[(0, 4, 'B-VOLUME'), (5, 9, 'B-TYPE')]"
приправа 10Г приправыч,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 22, 'B-BRAND')]"
"водка 0,7Л 40% архангельская","[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 14, 'B-PERCENT'), (15, 28, 'B-BRAND')]"
невская косметика мыло 90г,"[(0, 7, 'B-BRAND'), (8, 17, 'I-BRAND'), (18, 22, 'B-TYPE'), (23, 26, 'B-VOLUME')]"
макароны barilla 450г,"[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 21, 'B-VOLUME')]"
