query,markup
заклепка 64шт,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
шампунь 90г активная свежесть,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 20, 'B-BRAND'), (21, 29, 'I-BRAND')]"
наклейки 50шт,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
кружка 340мл,"[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME')]"
бойлер milano 80л,"[(0, 6, 'B-TYPE'), (7, 13, 'B-BRAND'), (14, 17, 'B-VOLUME')]"
nemoloko 250МЛ 12% напиток,"[(0, 8, 'B-BRAND'), (9, 14, 'B-VOLUME'), (15, 18, 'B-PERCENT'), (19, 26, 'B-TYPE')]"
nemoloko 250МЛ 12 % напиток,"[(0, 8, 'B-BRAND'), (9, 14, 'B-VOLUME'), (15, 17, 'B-PERCENT'), (18, 19, 'I-PERCENT'), (20, 27, 'B-TYPE')]"
кофе lavazza 250г,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
sniezka 2.5кг шпаклевка,"[(0, 7, 'B-BRAND'), (8, 13, 'B-VOLUME'), (14, 23, 'B-TYPE')]"
трусы 3шт lee,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 13, 'B-BRAND')]"
jardin 95Г кофе,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 15, 'B-TYPE')]"
краска estel 60мл,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
berlingo 4 шт магнит,"[(0, 8, 'B-BRAND'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME'), (14, 20, 'B-TYPE')]"
блеск для губ 10.20 КГ,"[(0, 5, 'B-TYPE'), (6, 9, 'I-TYPE'), (10, 13, 'I-TYPE'), (14, 19, 'B-VOLUME'), (20, 22, 'I-VOLUME')]"
"белый медведь пиво 8% 1,3л","[(0, 5, 'B-BRAND'), (6, 13, 'I-BRAND'), (14, 18, 'B-TYPE'), (19, 21, 'B-PERCENT'), (22, 26, 'B-VOLUME')]"
"белый медведь пиво 8 % 1,3л","[(0, 5, 'B-BRAND'), (6, 13, 'I-BRAND'), (14, 18, 'B-TYPE'), (19, 20, 'B-PERCENT'), (21, 22, 'I-PERCENT'), (23, 27, 'B-VOLUME')]"
чиабатты 180 г,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
dockland гель 983321 Г,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
батарейки 2 шт duracell,"[(0, 9, 'B-TYPE'), (10, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME'), (15, 23, 'B-BRAND')]"
творог 9% 355г минская марка,"[(0, 6, 'B-TYPE'), (7, 9, 'B-PERCENT'), (10, 14, 'B-VOLUME'), (15, 22, 'B-BRAND'), (23, 28, 'I-BRAND')]"
творог 9 % 355г минская марка,"[(0, 6, 'B-TYPE'), (7, 8, 'B-PERCENT'), (9, 10, 'I-PERCENT'), (11, 15, 'B-VOLUME'), (16, 23, 'B-BRAND'), (24, 29, 'I-BRAND')]"
котлеты 300г мираторг,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 21, 'B-BRAND')]"
мираторг 400г смесь,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 19, 'B-TYPE')]"
палочки 100шт bella,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME'), (14, 19, 'B-BRAND')]"
набор kraftool 95%,"[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND'), (15, 18, 'B-PERCENT')]"
набор kraftool 95 %,"[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND'), (15, 17, 'B-PERCENT'), (18, 19, 'I-PERCENT')]"
"нимесулид 2,0 Г гранулы","[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME'), (16, 23, 'B-TYPE')]"
жаренки 300г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME')]"
"вятский 0,5л квас","[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 17, 'B-TYPE')]"
накидка 60л манарага,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 20, 'B-BRAND')]"
воложка крупа 800г,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
naturella 20 шт прокладки,"[(0, 9, 'B-BRAND'), (10, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME'), (16, 25, 'B-TYPE')]"
"белая корова кефир 0,9л 3,2%","[(0, 5, 'B-BRAND'), (6, 12, 'I-BRAND'), (13, 18, 'B-TYPE'), (19, 23, 'B-VOLUME'), (24, 28, 'B-PERCENT')]"
"белая корова кефир 0,9л 3,2 %","[(0, 5, 'B-BRAND'), (6, 12, 'I-BRAND'), (13, 18, 'B-TYPE'), (19, 23, 'B-VOLUME'), (24, 27, 'B-PERCENT'), (28, 29, 'I-PERCENT')]"
сурские снеки 1кг гренки,"[(0, 7, 'B-BRAND'), (8, 13, 'I-BRAND'), (14, 17, 'B-VOLUME'), (18, 24, 'B-TYPE')]"
felix 1шт салфетки,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 18, 'B-TYPE')]"
салфетки 20шт,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
барановичи сыр 50%,"[(0, 10, 'B-BRAND'), (11, 14, 'B-TYPE'), (15, 18, 'B-PERCENT')]"
барановичи сыр 50 %,"[(0, 10, 'B-BRAND'), (11, 14, 'B-TYPE'), (15, 17, 'B-PERCENT'), (18, 19, 'I-PERCENT')]"
сыр тысяча озер 45% 125г,"[(0, 3, 'B-TYPE'), (4, 10, 'B-BRAND'), (11, 15, 'I-BRAND'), (16, 19, 'B-PERCENT'), (20, 24, 'B-VOLUME')]"
сыр тысяча озер 45 % 125г,"[(0, 3, 'B-TYPE'), (4, 10, 'B-BRAND'), (11, 15, 'I-BRAND'), (16, 18, 'B-PERCENT'), (19, 20, 'I-PERCENT'), (21, 25, 'B-VOLUME')]"
мармелад bebeto 35г,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND'), (16, 19, 'B-VOLUME')]"
гурме 85г биточки,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 17, 'B-TYPE')]"
жидкость 100мл,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME')]"
тетрадь 48 л,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]"
"молоко 2,5% биоснежка 900г","[(0, 6, 'B-TYPE'), (7, 11, 'B-PERCENT'), (12, 21, 'B-BRAND'), (22, 26, 'B-VOLUME')]"
"молоко 2,5 % биоснежка 900г","[(0, 6, 'B-TYPE'), (7, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT'), (13, 22, 'B-BRAND'), (23, 27, 'B-VOLUME')]"
закуска 0.232кг,"[(0, 7, 'B-TYPE'), (8, 15, 'B-VOLUME')]"
ясная горка 1кг окорочок,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 15, 'B-VOLUME'), (16, 24, 'B-TYPE')]"
жидкость 20мл,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
креветки 150 г,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
"пиво 4% 0,45л","[(0, 4, 'B-TYPE'), (5, 7, 'B-PERCENT'), (8, 13, 'B-VOLUME')]"
"пиво 4 % 0,45л","[(0, 4, 'B-TYPE'), (5, 6, 'B-PERCENT'), (7, 8, 'I-PERCENT'), (9, 14, 'B-VOLUME')]"
дюбель-гвоздь 12шт,"[(0, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
смесь 400 г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
шоколад 120 г dove,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME'), (14, 18, 'B-BRAND')]"
творог сваля 5%,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND'), (13, 15, 'B-PERCENT')]"
творог сваля 5 %,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND'), (13, 14, 'B-PERCENT'), (15, 16, 'I-PERCENT')]"
коровка из кореновки йогурт 350 г 4%,"[(0, 7, 'B-BRAND'), (8, 10, 'I-BRAND'), (11, 20, 'I-BRAND'), (21, 27, 'B-TYPE'), (28, 31, 'B-VOLUME'), (32, 33, 'I-VOLUME'), (34, 36, 'B-PERCENT')]"
коровка из кореновки йогурт 350 г 4 %,"[(0, 7, 'B-BRAND'), (8, 10, 'I-BRAND'), (11, 20, 'I-BRAND'), (21, 27, 'B-TYPE'), (28, 31, 'B-VOLUME'), (32, 33, 'I-VOLUME'), (34, 35, 'B-PERCENT'), (36, 37, 'I-PERCENT')]"
vernel кондиционер 910мл,"[(0, 6, 'B-BRAND'), (7, 18, 'B-TYPE'), (19, 24, 'B-VOLUME')]"
zlatka бисер 10 г,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
дрожжи dr.oetker 7г,"[(0, 6, 'B-TYPE'), (7, 16, 'B-BRAND'), (17, 19, 'B-VOLUME')]"
гостовский мороженое 70Г,"[(0, 10, 'B-BRAND'), (11, 20, 'B-TYPE'), (21, 24, 'B-VOLUME')]"
"пиво 8,5% 0,5л молот","[(0, 4, 'B-TYPE'), (5, 9, 'B-PERCENT'), (10, 14, 'B-VOLUME'), (15, 20, 'B-BRAND')]"
"пиво 8,5 % 0,5л молот","[(0, 4, 'B-TYPE'), (5, 8, 'B-PERCENT'), (9, 10, 'I-PERCENT'), (11, 15, 'B-VOLUME'), (16, 21, 'B-BRAND')]"
ясно солнышко каша 45г,"[(0, 4, 'B-BRAND'), (5, 13, 'I-BRAND'), (14, 18, 'B-TYPE'), (19, 22, 'B-VOLUME')]"
масло 100мл greenini,"[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME'), (12, 20, 'B-BRAND')]"
перья 4шт,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
astrale 0.75л вино,"[(0, 7, 'B-BRAND'), (8, 13, 'B-VOLUME'), (14, 18, 'B-TYPE')]"
полустельки 2шт,"[(0, 11, 'B-TYPE'), (12, 15, 'B-VOLUME')]"
джемпер 70%,"[(0, 7, 'B-TYPE'), (8, 11, 'B-PERCENT')]"
джемпер 70 %,"[(0, 7, 'B-TYPE'), (8, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT')]"
батончик 60г bombbar,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 20, 'B-BRAND')]"
анальгин анальгин 50% 2 МЛ,"[(0, 8, 'B-TYPE'), (9, 17, 'B-TYPE'), (18, 21, 'B-PERCENT'), (22, 23, 'B-VOLUME'), (24, 26, 'I-VOLUME')]"
анальгин анальгин 50 % 2 МЛ,"[(0, 8, 'B-TYPE'), (9, 17, 'B-TYPE'), (18, 20, 'B-PERCENT'), (21, 22, 'I-PERCENT'), (23, 24, 'B-VOLUME'), (25, 27, 'I-VOLUME')]"
"йогурт нытва 0,4л","[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
шоколад 20г macchocolate,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 24, 'B-BRAND')]"
пельмени мираторг 800г,"[(0, 8, 'B-TYPE'), (9, 17, 'B-BRAND'), (18, 22, 'B-VOLUME')]"
guppy 180л мешки,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 16, 'B-TYPE')]"
"подвеска 12,5 г","[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME')]"
индейка 350г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
глазурь 300г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
салфетки эконом smart 20шт,"[(0, 8, 'B-TYPE'), (9, 15, 'B-BRAND'), (16, 21, 'I-BRAND'), (22, 26, 'B-VOLUME')]"
освежитель воздуха wind rose 300мл,"[(0, 10, 'B-TYPE'), (11, 18, 'I-TYPE'), (19, 23, 'B-BRAND'), (24, 28, 'I-BRAND'), (29, 34, 'B-VOLUME')]"
шоколад callebaut 200 г,"[(0, 7, 'B-TYPE'), (8, 17, 'B-BRAND'), (18, 21, 'B-VOLUME'), (22, 23, 'I-VOLUME')]"
"корм hills 0,3кг","[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 16, 'B-VOLUME')]"
консервы 250г,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME')]"
novelia 150г сыр 50%,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 16, 'B-TYPE'), (17, 20, 'B-PERCENT')]"
novelia 150г сыр 50 %,"[(0, 7, 'B-BRAND'), (8, 12, 'B-VOLUME'), (13, 16, 'B-TYPE'), (17, 19, 'B-PERCENT'), (20, 21, 'I-PERCENT')]"
майонез 380Г махеевъ,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 20, 'B-BRAND')]"
московский картофель 150г картофель,"[(0, 10, 'B-BRAND'), (11, 20, 'I-BRAND'), (21, 25, 'B-VOLUME'), (26, 35, 'B-TYPE')]"
веселые друзья 1г патиссон,"[(0, 7, 'B-BRAND'), (8, 14, 'I-BRAND'), (15, 17, 'B-VOLUME'), (18, 26, 'B-TYPE')]"
"эмаль 0,5кг","[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME')]"
макароны добродея 1000г,"[(0, 8, 'B-TYPE'), (9, 17, 'B-BRAND'), (18, 23, 'B-VOLUME')]"
месье круасье круассаны 1кг,"[(0, 5, 'B-BRAND'), (6, 13, 'I-BRAND'), (14, 23, 'B-TYPE'), (24, 27, 'B-VOLUME')]"
обуховская 0.5 л вода,"[(0, 10, 'B-BRAND'), (11, 14, 'B-VOLUME'), (15, 16, 'I-VOLUME'), (17, 21, 'B-TYPE')]"
дядя ваня 680г огурчики,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 14, 'B-VOLUME'), (15, 23, 'B-TYPE')]"
always прокладки 10 шт,"[(0, 6, 'B-BRAND'), (7, 16, 'B-TYPE'), (17, 19, 'B-VOLUME'), (20, 22, 'I-VOLUME')]"
"растишка 100г творог 3,5%","[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 20, 'B-TYPE'), (21, 25, 'B-PERCENT')]"
"растишка 100г творог 3,5 %","[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 20, 'B-TYPE'), (21, 24, 'B-PERCENT'), (25, 26, 'I-PERCENT')]"
гладиолус 1 шт,"[(0, 9, 'B-TYPE'), (10, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
чай марсель 100г,"[(0, 3, 'B-TYPE'), (4, 11, 'B-BRAND'), (12, 16, 'B-VOLUME')]"
сырок ростагроэкспорт 15 % 45 г,"[(0, 5, 'B-TYPE'), (6, 21, 'B-BRAND'), (22, 24, 'B-PERCENT'), (25, 26, 'I-PERCENT'), (27, 29, 'B-VOLUME'), (30, 31, 'I-VOLUME')]"
кухмастер 260г кетчуп,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 21, 'B-TYPE')]"
"комплект pelican 3, Л","[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
"фаско удобрение 0,9кг","[(0, 5, 'B-BRAND'), (6, 15, 'B-TYPE'), (16, 21, 'B-VOLUME')]"
рулетик 60 г,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]"
село зеленое 15% 180г сметана,"[(0, 4, 'B-BRAND'), (5, 12, 'I-BRAND'), (13, 16, 'B-PERCENT'), (17, 21, 'B-VOLUME'), (22, 29, 'B-TYPE')]"
село зеленое 15 % 180г сметана,"[(0, 4, 'B-BRAND'), (5, 12, 'I-BRAND'), (13, 15, 'B-PERCENT'), (16, 17, 'I-PERCENT'), (18, 22, 'B-VOLUME'), (23, 30, 'B-TYPE')]"
сырок 50г коровка из кореновки 23%,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 17, 'B-BRAND'), (18, 20, 'I-BRAND'), (21, 30, 'I-BRAND'), (31, 34, 'B-PERCENT')]"
сырок 50г коровка из кореновки 23 %,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 17, 'B-BRAND'), (18, 20, 'I-BRAND'), (21, 30, 'I-BRAND'), (31, 33, 'B-PERCENT'), (34, 35, 'I-PERCENT')]"
kamis 20г приправа,"[(0, 5, 'B-BRAND'), (6, 9, 'B-VOLUME'), (10, 18, 'B-TYPE')]"
"ягуар напиток 0,5л","[(0, 5, 'B-BRAND'), (6, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
шампунь 400МЛ,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME')]"
котлеты 450г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
конфеты красный октябрь 1кг,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 23, 'I-BRAND'), (24, 27, 'B-VOLUME')]"
натахтари 0.5л,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME')]"
пирожное 1кг,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
соус mivimex 200г,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
"чай nestea 0,5л","[(0, 3, 'B-TYPE'), (4, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
"ряженка 950г 4,2% волоколамское","[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 17, 'B-PERCENT'), (18, 31, 'B-BRAND')]"
"ряженка 950г 4,2 % волоколамское","[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 16, 'B-PERCENT'), (17, 18, 'I-PERCENT'), (19, 32, 'B-BRAND')]"
зефир полет 500Г,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 16, 'B-VOLUME')]"
mobihel автоэмаль 520мл,"[(0, 7, 'B-BRAND'), (8, 17, 'B-TYPE'), (18, 23, 'B-VOLUME')]"
"pupa набор для контуринга 15,5Г","[(0, 4, 'B-BRAND'), (5, 10, 'B-TYPE'), (11, 14, 'I-TYPE'), (15, 25, 'I-TYPE'), (26, 31, 'B-VOLUME')]"
раствор 10% 100мл,"[(0, 7, 'B-TYPE'), (8, 11, 'B-PERCENT'), (12, 17, 'B-VOLUME')]"
раствор 10 % 100мл,"[(0, 7, 'B-TYPE'), (8, 10, 'B-PERCENT'), (11, 12, 'I-PERCENT'), (13, 18, 'B-VOLUME')]"
fruttis 8% 115г йогурт,"[(0, 7, 'B-BRAND'), (8, 10, 'B-PERCENT'), (11, 15, 'B-VOLUME'), (16, 22, 'B-TYPE')]"
fruttis 8 % 115г йогурт,"[(0, 7, 'B-BRAND'), (8, 9, 'B-PERCENT'), (10, 11, 'I-PERCENT'), (12, 16, 'B-VOLUME'), (17, 23, 'B-TYPE')]"
слобода 260МЛ йогурт,"[(0, 7, 'B-BRAND'), (8, 13, 'B-VOLUME'), (14, 20, 'B-TYPE')]"
кетчуп балтимор 260 г,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
"шихан 4,7% пиво","[(0, 5, 'B-BRAND'), (6, 10, 'B-PERCENT'), (11, 15, 'B-TYPE')]"
"шихан 4,7 % пиво","[(0, 5, 'B-BRAND'), (6, 9, 'B-PERCENT'), (10, 11, 'I-PERCENT'), (12, 16, 'B-TYPE')]"
"липецкое 0,45Л пиво","[(0, 8, 'B-BRAND'), (9, 14, 'B-VOLUME'), (15, 19, 'B-TYPE')]"
когда я вырасту 180г,"[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 20, 'B-VOLUME')]"
мешок ромашка 35л,"[(0, 5, 'B-TYPE'), (6, 13, 'B-BRAND'), (14, 17, 'B-VOLUME')]"
соус 220мл sen soy,"[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 14, 'B-BRAND'), (15, 18, 'I-BRAND')]"
дальномер bosch 381697 Л,"[(0, 9, 'B-TYPE'), (10, 15, 'B-BRAND'), (16, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME')]"
агуша хлебцы 30г,"[(0, 5, 'B-BRAND'), (6, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
кухмастер 480Г паста,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 20, 'B-TYPE')]"
икра 50г арк белуга,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME'), (9, 12, 'B-BRAND'), (13, 19, 'I-BRAND')]"
колбаса 1шт,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
принцесса нури чай 100шт,"[(0, 9, 'B-BRAND'), (10, 14, 'I-BRAND'), (15, 18, 'B-TYPE'), (19, 24, 'B-VOLUME')]"
narval джиг-головка 24г,"[(0, 6, 'B-BRAND'), (7, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
биолан 350 г,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME')]"
патрон 32 г,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME')]"
черкизово 100Г колбаса,"[(0, 9, 'B-BRAND'), (10, 14, 'B-VOLUME'), (15, 22, 'B-TYPE')]"
приправа волшебное дерево 30 г,"[(0, 8, 'B-TYPE'), (9, 18, 'B-BRAND'), (19, 25, 'I-BRAND'), (26, 28, 'B-VOLUME'), (29, 30, 'I-VOLUME')]"
йогурт epica 260 г,"[(0, 6, 'B-TYPE'), (7, 12, 'B-BRAND'), (13, 16, 'B-VOLUME'), (17, 18, 'I-VOLUME')]"
санта бремор 180г икра,"[(0, 5, 'B-BRAND'), (6, 12, 'I-BRAND'), (13, 17, 'B-VOLUME'), (18, 22, 'B-TYPE')]"
лапша биг ланч 75г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND'), (10, 14, 'I-BRAND'), (15, 18, 'B-VOLUME')]"
радость вкуса сыр 45% 250г,"[(0, 7, 'B-BRAND'), (8, 13, 'I-BRAND'), (14, 17, 'B-TYPE'), (18, 21, 'B-PERCENT'), (22, 26, 'B-VOLUME')]"
радость вкуса сыр 45 % 250г,"[(0, 7, 'B-BRAND'), (8, 13, 'I-BRAND'), (14, 17, 'B-TYPE'), (18, 20, 'B-PERCENT'), (21, 22, 'I-PERCENT'), (23, 27, 'B-VOLUME')]"
binggrae 130г,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME')]"
антифриз 1кг aga,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 16, 'B-BRAND')]"
печенье m&m's 144 Г,"[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME')]"
bushido кофе 50г,"[(0, 7, 'B-BRAND'), (8, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
печенье 2 кг,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
рулет 200г яшкино,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 17, 'B-BRAND')]"
сироп 9% флуифорт 120мл,"[(0, 5, 'B-TYPE'), (6, 8, 'B-PERCENT'), (9, 17, 'B-BRAND'), (18, 23, 'B-VOLUME')]"
сироп 9 % флуифорт 120мл,"[(0, 5, 'B-TYPE'), (6, 7, 'B-PERCENT'), (8, 9, 'I-PERCENT'), (10, 18, 'B-BRAND'), (19, 24, 'B-VOLUME')]"
перец 30Г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
масло motul 4л,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 14, 'B-VOLUME')]"
миксер 1шт mixton,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 17, 'B-BRAND')]"
коронка 1шт энкор,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 17, 'B-BRAND')]"
чудо 200г коктейль 2%,"[(0, 4, 'B-BRAND'), (5, 9, 'B-VOLUME'), (10, 18, 'B-TYPE'), (19, 21, 'B-PERCENT')]"
чудо 200г коктейль 2 %,"[(0, 4, 'B-BRAND'), (5, 9, 'B-VOLUME'), (10, 18, 'B-TYPE'), (19, 20, 'B-PERCENT'), (21, 22, 'I-PERCENT')]"
sfm шприц 2 мл,"[(0, 3, 'B-BRAND'), (4, 9, 'B-TYPE'), (10, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME')]"
patrisa nail 8 мл гель-лак,"[(0, 7, 'B-BRAND'), (8, 12, 'I-BRAND'), (13, 14, 'B-VOLUME'), (15, 17, 'I-VOLUME'), (18, 26, 'B-TYPE')]"
яшкино 25г батончик,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 19, 'B-TYPE')]"
lavazza 1 кг кофе,"[(0, 7, 'B-BRAND'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME'), (13, 17, 'B-TYPE')]"
royal canin 400г корм,"[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 16, 'B-VOLUME'), (17, 21, 'B-TYPE')]"
свеча 15 шт,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME')]"
кофе 100Г egoiste,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 17, 'B-BRAND')]"
шланг 2 шт,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
"молоко молочный фермер 3,2% 900г","[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 22, 'I-BRAND'), (23, 27, 'B-PERCENT'), (28, 32, 'B-VOLUME')]"
"молоко молочный фермер 3,2 % 900г","[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 22, 'I-BRAND'), (23, 26, 'B-PERCENT'), (27, 28, 'I-PERCENT'), (29, 33, 'B-VOLUME')]"
сушка 1кг лакомка,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 17, 'B-BRAND')]"
vivienne sabo блеск для губ 3мл,"[(0, 8, 'B-BRAND'), (9, 13, 'I-BRAND'), (14, 19, 'B-TYPE'), (20, 23, 'I-TYPE'), (24, 27, 'I-TYPE'), (28, 31, 'B-VOLUME')]"
хомут 16 шт,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 11, 'I-VOLUME')]"
3 корочки сухарики 60г,"[(0, 1, 'B-BRAND'), (2, 9, 'I-BRAND'), (10, 18, 'B-TYPE'), (19, 22, 'B-VOLUME')]"
торт 270г коломенское,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME'), (10, 21, 'B-BRAND')]"
