query,markup
"южное 1л молоко 3,2%","[(0, 5, 'B-BRAND'), (6, 8, 'B-VOLUME'), (9, 15, 'B-TYPE'), (16, 20, 'B-PERCENT')]"
август средство 2 мл,"[(0, 6, 'B-BRAND'), (7, 15, 'B-TYPE'), (16, 17, 'B-VOLUME'), (18, 20, 'I-VOLUME')]"
майонез слобода 230мл 67%,"[(0, 7, 'B-TYPE'), (8, 15, 'B-BRAND'), (16, 21, 'B-VOLUME'), (22, 25, 'B-PERCENT')]"
благодей квас 0.5Л,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
mr proper средство для полов 750мл,"[(0, 2, 'B-BRAND'), (3, 9, 'I-BRAND'), (10, 18, 'B-TYPE'), (19, 22, 'I-TYPE'), (23, 28, 'I-TYPE'), (29, 34, 'B-VOLUME')]"
"настойка царь 0,25л 38%","[(0, 8, 'B-TYPE'), (9, 13, 'B-BRAND'), (14, 19, 'B-VOLUME'), (20, 23, 'B-PERCENT')]"
carefree 20шт прокладки,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 23, 'B-TYPE')]"
ползунки 5 шт,"[(0, 8, 'B-TYPE'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
дюбель-гвоздь 14шт,"[(0, 13, 'B-TYPE'), (14, 18, 'B-VOLUME')]"
эскимо 45г бон пари,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 14, 'B-BRAND'), (15, 19, 'I-BRAND')]"
макароны barilla 450г,"[(0, 8, 'B-TYPE'), (9, 16, 'B-BRAND'), (17, 21, 'B-VOLUME')]"
шебекинские 450 г макароны,"[(0, 11, 'B-BRAND'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME'), (18, 26, 'B-TYPE')]"
домик в деревне молоко 1400 мл,"[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 22, 'B-TYPE'), (23, 27, 'B-VOLUME'), (28, 30, 'I-VOLUME')]"
рулет выбери меня 140Г,"[(0, 5, 'B-TYPE'), (6, 12, 'B-BRAND'), (13, 17, 'I-BRAND'), (18, 22, 'B-VOLUME')]"
"напиток трофи 0,45л 7.2%","[(0, 7, 'B-TYPE'), (8, 13, 'B-BRAND'), (14, 19, 'B-VOLUME'), (20, 24, 'B-PERCENT')]"
вода обуховская роса 5л,"[(0, 4, 'B-TYPE'), (5, 15, 'B-BRAND'), (16, 20, 'I-BRAND'), (21, 23, 'B-VOLUME')]"
makroflex пена 750мл,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 20, 'B-VOLUME')]"
"табак 0,25г","[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME')]"
брюки 9л,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME')]"
сыр 100Г,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME')]"
чипсы 70 г московский картофель,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME'), (11, 21, 'B-BRAND'), (22, 31, 'I-BRAND')]"
коровка из кореновки мороженое 80г,"[(0, 7, 'B-BRAND'), (8, 10, 'I-BRAND'), (11, 20, 'I-BRAND'), (21, 30, 'B-TYPE'), (31, 34, 'B-VOLUME')]"
бумага 30шт,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME')]"
"вода волжанка 0,5л","[(0, 4, 'B-TYPE'), (5, 13, 'B-BRAND'), (14, 18, 'B-VOLUME')]"
sveza 200г 45% сыр,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 14, 'B-PERCENT'), (15, 18, 'B-TYPE')]"
форель 150г ип лукашов,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 14, 'B-BRAND'), (15, 22, 'I-BRAND')]"
"posh 0,45л сидр","[(0, 4, 'B-BRAND'), (5, 10, 'B-VOLUME'), (11, 15, 'B-TYPE')]"
пюре агуша 90г,"[(0, 4, 'B-TYPE'), (5, 10, 'B-BRAND'), (11, 14, 'B-VOLUME')]"
"шоколад 30% novi 0,100кг","[(0, 7, 'B-TYPE'), (8, 11, 'B-PERCENT'), (12, 16, 'B-BRAND'), (17, 24, 'B-VOLUME')]"
beerka 80г фисташки,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 19, 'B-TYPE')]"
"гарнир 0,275 кг","[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME'), (13, 15, 'I-VOLUME')]"
альбом 40л мульти-пульти,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 24, 'B-BRAND')]"
спаржа 500Г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME')]"
грелка 1л,"[(0, 6, 'B-TYPE'), (7, 9, 'B-VOLUME')]"
кубаночка 400 г фасоль,"[(0, 9, 'B-BRAND'), (10, 13, 'B-VOLUME'), (14, 15, 'I-VOLUME'), (16, 22, 'B-TYPE')]"
сок бабушкино лукошко 200мл,"[(0, 3, 'B-TYPE'), (4, 13, 'B-BRAND'), (14, 21, 'I-BRAND'), (22, 27, 'B-VOLUME')]"
fanta 0.33Л напиток,"[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 19, 'B-TYPE')]"
"лакра 6,5кг краска","[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 18, 'B-TYPE')]"
гель 160мл чистая линия,"[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 17, 'B-BRAND'), (18, 23, 'I-BRAND')]"
батончик 82г twix,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME'), (13, 17, 'B-BRAND')]"
"грибное ассорти 0,4кг","[(0, 7, 'B-TYPE'), (8, 15, 'I-TYPE'), (16, 21, 'B-VOLUME')]"
"краска 6,5кг лакра","[(0, 6, 'B-TYPE'), (7, 12, 'B-VOLUME'), (13, 18, 'B-BRAND')]"
шампунь 250 мл estel,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 14, 'I-VOLUME'), (15, 20, 'B-BRAND')]"
палочка mddi 20ШТ,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
сыр 130г buon latte 50%,"[(0, 3, 'B-TYPE'), (4, 8, 'B-VOLUME'), (9, 13, 'B-BRAND'), (14, 19, 'I-BRAND'), (20, 23, 'B-PERCENT')]"
молоко sen soy 400мл,"[(0, 6, 'B-TYPE'), (7, 10, 'B-BRAND'), (11, 14, 'I-BRAND'), (15, 20, 'B-VOLUME')]"
акульчев 100г вафли,"[(0, 8, 'B-BRAND'), (9, 13, 'B-VOLUME'), (14, 19, 'B-TYPE')]"
пирог 130г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
мазь вертекс 5% 30г,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 15, 'B-PERCENT'), (16, 19, 'B-VOLUME')]"
груз 18г,"[(0, 4, 'B-TYPE'), (5, 8, 'B-VOLUME')]"
"водка 0,5л мороша 40%","[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME'), (11, 17, 'B-BRAND'), (18, 21, 'B-PERCENT')]"
йогурт 270 г чудо,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 17, 'B-BRAND')]"
gazpromneft масло 4л,"[(0, 11, 'B-BRAND'), (12, 17, 'B-TYPE'), (18, 20, 'B-VOLUME')]"
"шампанское 0,75л 13% цимлянское","[(0, 10, 'B-TYPE'), (11, 16, 'B-VOLUME'), (17, 20, 'B-PERCENT'), (21, 31, 'B-BRAND')]"
myran tuna lax 25г блесна,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 14, 'I-BRAND'), (15, 18, 'B-VOLUME'), (19, 25, 'B-TYPE')]"
альбом 12л пчелка,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME'), (11, 17, 'B-BRAND')]"
ялтинское мороженое 70г,"[(0, 9, 'B-BRAND'), (10, 19, 'B-TYPE'), (20, 23, 'B-VOLUME')]"
"кефир молочный родник 2,5% 0,4кг","[(0, 5, 'B-TYPE'), (6, 14, 'B-BRAND'), (15, 21, 'I-BRAND'), (22, 26, 'B-PERCENT'), (27, 32, 'B-VOLUME')]"
cottus 41г воблер,"[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 17, 'B-TYPE')]"
витушка 100г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
дихлофос 200мл варан,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME'), (15, 20, 'B-BRAND')]"
"напиток 0,5л","[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
святой грааль 0.5 Л лимонад,"[(0, 6, 'B-BRAND'), (7, 13, 'I-BRAND'), (14, 17, 'B-VOLUME'), (18, 19, 'I-VOLUME'), (20, 27, 'B-TYPE')]"
шприц 5МЛ,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
"краковская колбаса 0,288кг","[(0, 10, 'B-BRAND'), (11, 18, 'B-TYPE'), (19, 26, 'B-VOLUME')]"
гайка 255373 Г,"[(0, 5, 'B-TYPE'), (6, 12, 'B-VOLUME'), (13, 14, 'I-VOLUME')]"
naturella прокладки 8 шт,"[(0, 9, 'B-BRAND'), (10, 19, 'B-TYPE'), (20, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
блузка 12л,"[(0, 6, 'B-TYPE'), (7, 10, 'B-VOLUME')]"
кремделисс 1кг крекер,"[(0, 10, 'B-BRAND'), (11, 14, 'B-VOLUME'), (15, 21, 'B-TYPE')]"
творог савушкин 5% 130г,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 18, 'B-PERCENT'), (19, 23, 'B-VOLUME')]"
момент 125мл клей,"[(0, 6, 'B-BRAND'), (7, 12, 'B-VOLUME'), (13, 17, 'B-TYPE')]"
ксефокам лиофилизат 3%,"[(0, 8, 'B-BRAND'), (9, 19, 'B-TYPE'), (20, 22, 'B-PERCENT')]"
пиво 5л 5% тагильское,"[(0, 4, 'B-TYPE'), (5, 7, 'B-VOLUME'), (8, 10, 'B-PERCENT'), (11, 21, 'B-BRAND')]"
хромоэнергетический комплекс 5мл luxury,"[(0, 19, 'B-TYPE'), (20, 28, 'I-TYPE'), (29, 32, 'B-VOLUME'), (33, 39, 'B-BRAND')]"
"epica 130г 4,8% йогурт","[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 15, 'B-PERCENT'), (16, 22, 'B-TYPE')]"
снеговичок 90г сырок,"[(0, 10, 'B-BRAND'), (11, 14, 'B-VOLUME'), (15, 20, 'B-TYPE')]"
"банка 0,75л","[(0, 5, 'B-TYPE'), (6, 11, 'B-VOLUME')]"
салфетка 120шт superfresh,"[(0, 8, 'B-TYPE'), (9, 14, 'B-VOLUME'), (15, 25, 'B-BRAND')]"
шоколад 35г киндер,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 18, 'B-BRAND')]"
свеча 12ШТ,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
samsung 1 шт,"[(0, 7, 'B-BRAND'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME')]"
за родину скумбрия 250г,"[(0, 2, 'B-BRAND'), (3, 9, 'I-BRAND'), (10, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
лапша 60г роллтон,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME'), (10, 17, 'B-BRAND')]"
гематоген 40г,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME')]"
фабрика природы 20г шоколад,"[(0, 7, 'B-BRAND'), (8, 15, 'I-BRAND'), (16, 19, 'B-VOLUME'), (20, 27, 'B-TYPE')]"
булка сарибекян 180г,"[(0, 5, 'B-TYPE'), (6, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
лимонад фиеста 1.5 Л,"[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 18, 'B-VOLUME'), (19, 20, 'I-VOLUME')]"
остаток 1кг,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
растворитель 10 мл 0.9%,"[(0, 12, 'B-TYPE'), (13, 15, 'B-VOLUME'), (16, 18, 'I-VOLUME'), (19, 23, 'B-PERCENT')]"
сельдь фише 500 г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND'), (12, 15, 'B-VOLUME'), (16, 17, 'I-VOLUME')]"
морс 300г,"[(0, 4, 'B-TYPE'), (5, 9, 'B-VOLUME')]"
lanix m кондиционер 500мл,"[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 19, 'B-TYPE'), (20, 25, 'B-VOLUME')]"
трусы 4г,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME')]"
чипсы lay's 90г,"[(0, 5, 'B-TYPE'), (6, 11, 'B-BRAND'), (12, 15, 'B-VOLUME')]"
стаканы 500мл,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME')]"
свеча 65г,"[(0, 5, 'B-TYPE'), (6, 9, 'B-VOLUME')]"
папка 20 л,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
дары кубани 1л сок,"[(0, 4, 'B-BRAND'), (5, 11, 'I-BRAND'), (12, 14, 'B-VOLUME'), (15, 18, 'B-TYPE')]"
княгинино 6% молоко,"[(0, 9, 'B-BRAND'), (10, 12, 'B-PERCENT'), (13, 19, 'B-TYPE')]"
nivea 100мл бальзам,"[(0, 5, 'B-BRAND'), (6, 11, 'B-VOLUME'), (12, 19, 'B-TYPE')]"
чипсы lays 150г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND'), (11, 15, 'B-VOLUME')]"
пилинг librederm 75мл,"[(0, 6, 'B-TYPE'), (7, 16, 'B-BRAND'), (17, 21, 'B-VOLUME')]"
игрушка 2г,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME')]"
арахис мааг 60г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND'), (12, 15, 'B-VOLUME')]"
шоколад 20г,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
коровка из кореновки 1% 900мл кефир,"[(0, 7, 'B-BRAND'), (8, 10, 'I-BRAND'), (11, 20, 'I-BRAND'), (21, 23, 'B-PERCENT'), (24, 29, 'B-VOLUME'), (30, 35, 'B-TYPE')]"
"вознесенское молоко 900г 2,5%","[(0, 12, 'B-BRAND'), (13, 19, 'B-TYPE'), (20, 24, 'B-VOLUME'), (25, 29, 'B-PERCENT')]"
салфетки 30шт рыжий кот,"[(0, 8, 'B-TYPE'), (9, 13, 'B-VOLUME'), (14, 19, 'B-BRAND'), (20, 23, 'I-BRAND')]"
"барсик наполнитель 4,54л","[(0, 6, 'B-BRAND'), (7, 18, 'B-TYPE'), (19, 24, 'B-VOLUME')]"
"халзан 0,5 л пиво","[(0, 6, 'B-BRAND'), (7, 10, 'B-VOLUME'), (11, 12, 'I-VOLUME'), (13, 17, 'B-TYPE')]"
магнат эскимо 73г,"[(0, 6, 'B-BRAND'), (7, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
аромамасло 10мл,"[(0, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
порция jagermeister 40 мл,"[(0, 6, 'B-TYPE'), (7, 19, 'B-BRAND'), (20, 22, 'B-VOLUME'), (23, 25, 'I-VOLUME')]"
птицы цейлона чай 75 г,"[(0, 5, 'B-BRAND'), (6, 13, 'I-BRAND'), (14, 17, 'B-TYPE'), (18, 20, 'B-VOLUME'), (21, 22, 'I-VOLUME')]"
голубцы 800г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
хлебцы 250Г ryvita,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 18, 'B-BRAND')]"
бабаевский 100г шоколад,"[(0, 10, 'B-BRAND'), (11, 15, 'B-VOLUME'), (16, 23, 'B-TYPE')]"
"корм 5,4кг orijen","[(0, 4, 'B-TYPE'), (5, 10, 'B-VOLUME'), (11, 17, 'B-BRAND')]"
экстрим канистра 20 л,"[(0, 7, 'B-BRAND'), (8, 16, 'B-TYPE'), (17, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
леггинсы 2157439307076 Л,"[(0, 8, 'B-TYPE'), (9, 22, 'B-VOLUME'), (23, 24, 'I-VOLUME')]"
пакет 50шт,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
вода калинов родничок 1л,"[(0, 4, 'B-TYPE'), (5, 12, 'B-BRAND'), (13, 21, 'I-BRAND'), (22, 24, 'B-VOLUME')]"
море солнце 1л 12% вино,"[(0, 4, 'B-BRAND'), (5, 11, 'I-BRAND'), (12, 14, 'B-VOLUME'), (15, 18, 'B-PERCENT'), (19, 23, 'B-TYPE')]"
круассан 85г,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
раствор 3МЛ,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
щербет jump 60г,"[(0, 6, 'B-TYPE'), (7, 11, 'B-BRAND'), (12, 15, 'B-VOLUME')]"
масло 125г,"[(0, 5, 'B-TYPE'), (6, 10, 'B-VOLUME')]"
"волчок 0,45л","[(0, 6, 'B-BRAND'), (7, 12, 'B-VOLUME')]"
"heineken 0,45л","[(0, 8, 'B-BRAND'), (9, 14, 'B-VOLUME')]"
конфеты 1 кг яшкино,"[(0, 7, 'B-TYPE'), (8, 9, 'B-VOLUME'), (10, 12, 'I-VOLUME'), (13, 19, 'B-BRAND')]"
alpen gold 85г шоколад,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 14, 'B-VOLUME'), (15, 22, 'B-TYPE')]"
вольтарен гель 100г 2%,"[(0, 9, 'B-BRAND'), (10, 14, 'B-TYPE'), (15, 19, 'B-VOLUME'), (20, 22, 'B-PERCENT')]"
ведро 12 л,"[(0, 5, 'B-TYPE'), (6, 8, 'B-VOLUME'), (9, 10, 'I-VOLUME')]"
азовская конфеты 300г,"[(0, 8, 'B-BRAND'), (9, 16, 'B-TYPE'), (17, 21, 'B-VOLUME')]"
шапка gas 6л,"[(0, 5, 'B-TYPE'), (6, 9, 'B-BRAND'), (10, 12, 'B-VOLUME')]"
"белая ферма 72,5% масло 180г","[(0, 5, 'B-BRAND'), (6, 11, 'I-BRAND'), (12, 17, 'B-PERCENT'), (18, 23, 'B-TYPE'), (24, 28, 'B-VOLUME')]"
масло 82.5% экомилк 180г,"[(0, 5, 'B-TYPE'), (6, 11, 'B-PERCENT'), (12, 19, 'B-BRAND'), (20, 24, 'B-VOLUME')]"
батончик kalev 40г,"[(0, 8, 'B-TYPE'), (9, 14, 'B-BRAND'), (15, 18, 'B-VOLUME')]"
родные корма консервы 970 г,"[(0, 6, 'B-BRAND'), (7, 12, 'I-BRAND'), (13, 21, 'B-TYPE'), (22, 25, 'B-VOLUME'), (26, 27, 'I-VOLUME')]"
марципан 85 г,"[(0, 8, 'B-TYPE'), (9, 11, 'B-VOLUME'), (12, 13, 'I-VOLUME')]"
мое солнышко шампунь 200мл,"[(0, 3, 'B-BRAND'), (4, 12, 'I-BRAND'), (13, 20, 'B-TYPE'), (21, 26, 'B-VOLUME')]"
ростагроэкспорт 5% 50Г сырок,"[(0, 15, 'B-BRAND'), (16, 18, 'B-PERCENT'), (19, 22, 'B-VOLUME'), (23, 28, 'B-TYPE')]"
gp 1 шт батарейка,"[(0, 2, 'B-BRAND'), (3, 4, 'B-VOLUME'), (5, 7, 'I-VOLUME'), (8, 17, 'B-TYPE')]"
с.пудовъ мука 1кг,"[(0, 8, 'B-BRAND'), (9, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
erich krause карандаши 12 ШТ,"[(0, 5, 'B-BRAND'), (6, 12, 'I-BRAND'), (13, 22, 'B-TYPE'), (23, 25, 'B-VOLUME'), (26, 28, 'I-VOLUME')]"
lays 150г чипсы,"[(0, 4, 'B-BRAND'), (5, 9, 'B-VOLUME'), (10, 15, 'B-TYPE')]"
фея кухни 4606400207078 Л ложка-дуршлаг,"[(0, 3, 'B-BRAND'), (4, 9, 'I-BRAND'), (10, 23, 'B-VOLUME'), (24, 25, 'I-VOLUME'), (26, 39, 'B-TYPE')]"
дивидик губка 2.Г,"[(0, 7, 'B-BRAND'), (8, 13, 'B-TYPE'), (14, 17, 'B-VOLUME')]"
"горная вершина 0,5Л вода","[(0, 6, 'B-BRAND'), (7, 14, 'I-BRAND'), (15, 19, 'B-VOLUME'), (20, 24, 'B-TYPE')]"
блокнот 80л brauberg,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 20, 'B-BRAND')]"
печенье 150г nyakers,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME'), (13, 20, 'B-BRAND')]"
бальзам мое солнышко 2.8г,"[(0, 7, 'B-TYPE'), (8, 11, 'B-BRAND'), (12, 20, 'I-BRAND'), (21, 25, 'B-VOLUME')]"
колибри мороженое 90г,"[(0, 7, 'B-BRAND'), (8, 17, 'B-TYPE'), (18, 21, 'B-VOLUME')]"
"вода святой источник 0,5 л","[(0, 4, 'B-TYPE'), (5, 11, 'B-BRAND'), (12, 20, 'I-BRAND'), (21, 24, 'B-VOLUME'), (25, 26, 'I-VOLUME')]"
пирожное 1 КГ,"[(0, 8, 'B-TYPE'), (9, 10, 'B-VOLUME'), (11, 13, 'I-VOLUME')]"
печенье 0.3КГ,"[(0, 7, 'B-TYPE'), (8, 13, 'B-VOLUME')]"
порошок 350г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-VOLUME')]"
alpen gold шоколад 90г,"[(0, 5, 'B-BRAND'), (6, 10, 'I-BRAND'), (11, 18, 'B-TYPE'), (19, 22, 'B-VOLUME')]"
"растишка 3,5% 108г творожок","[(0, 8, 'B-BRAND'), (9, 13, 'B-PERCENT'), (14, 18, 'B-VOLUME'), (19, 27, 'B-TYPE')]"
вмпавто 5 г смазка,"[(0, 7, 'B-BRAND'), (8, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME'), (12, 18, 'B-TYPE')]"
трусы 2 шт,"[(0, 5, 'B-TYPE'), (6, 7, 'B-VOLUME'), (8, 10, 'I-VOLUME')]"
карат 230г творожок 9%,"[(0, 5, 'B-BRAND'), (6, 10, 'B-VOLUME'), (11, 19, 'B-TYPE'), (20, 22, 'B-PERCENT')]"
tech krep саморезы 50 шт,"[(0, 4, 'B-BRAND'), (5, 9, 'I-BRAND'), (10, 18, 'B-TYPE'), (19, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
чай 250МЛ newby,"[(0, 3, 'B-TYPE'), (4, 9, 'B-VOLUME'), (10, 15, 'B-BRAND')]"
"иваныч сок 0,2л","[(0, 6, 'B-BRAND'), (7, 10, 'B-TYPE'), (11, 15, 'B-VOLUME')]"
пирожное 1кг,"[(0, 8, 'B-TYPE'), (9, 12, 'B-VOLUME')]"
jacobs 12 г кофе,"[(0, 6, 'B-BRAND'), (7, 9, 'B-VOLUME'), (10, 11, 'I-VOLUME'), (12, 16, 'B-TYPE')]"
"домик в деревне 1400мл 3,7% молоко","[(0, 5, 'B-BRAND'), (6, 7, 'I-BRAND'), (8, 15, 'I-BRAND'), (16, 22, 'B-VOLUME'), (23, 27, 'B-PERCENT'), (28, 34, 'B-TYPE')]"
рис националь 250Г,"[(0, 3, 'B-TYPE'), (4, 13, 'B-BRAND'), (14, 18, 'B-VOLUME')]"
ambi pur 7мл картридж,"[(0, 4, 'B-BRAND'), (5, 8, 'I-BRAND'), (9, 12, 'B-VOLUME'), (13, 21, 'B-TYPE')]"
santolino маслины 314 мл,"[(0, 9, 'B-BRAND'), (10, 17, 'B-TYPE'), (18, 21, 'B-VOLUME'), (22, 24, 'I-VOLUME')]"
trodos навес 2шт,"[(0, 6, 'B-BRAND'), (7, 12, 'B-TYPE'), (13, 16, 'B-VOLUME')]"
леденец 6г miradent,"[(0, 7, 'B-TYPE'), (8, 10, 'B-VOLUME'), (11, 19, 'B-BRAND')]"
twix 82г печенье,"[(0, 4, 'B-BRAND'), (5, 8, 'B-VOLUME'), (9, 16, 'B-TYPE')]"
коньяк courvoisier 40%,"[(0, 6, 'B-TYPE'), (7, 18, 'B-BRAND'), (19, 22, 'B-PERCENT')]"
д оеткер сахар 8Г,"[(0, 1, 'B-BRAND'), (2, 8, 'I-BRAND'), (9, 14, 'B-TYPE'), (15, 17, 'B-VOLUME')]"
украшения 6шт,"[(0, 9, 'B-TYPE'), (10, 13, 'B-VOLUME')]"
очки 8 шт,"[(0, 4, 'B-TYPE'), (5, 6, 'B-VOLUME'), (7, 9, 'I-VOLUME')]"
"жигулевское пиво 4% 0,47л","[(0, 11, 'B-BRAND'), (12, 16, 'B-TYPE'), (17, 19, 'B-PERCENT'), (20, 25, 'B-VOLUME')]"
печенье орео 228г,"[(0, 7, 'B-TYPE'), (8, 12, 'B-BRAND'), (13, 17, 'B-VOLUME')]"
конфеты 1кг мартелетто,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME'), (12, 22, 'B-BRAND')]"
продукт сычужный 1кг 50% российский,"[(0, 7, 'B-TYPE'), (8, 16, 'I-TYPE'), (17, 20, 'B-VOLUME'), (21, 24, 'B-PERCENT'), (25, 35, 'B-BRAND')]"
"биопростокваша кмк 2,7% 0,5 л","[(0, 14, 'B-TYPE'), (15, 18, 'B-BRAND'), (19, 23, 'B-PERCENT'), (24, 27, 'B-VOLUME'), (28, 29, 'I-VOLUME')]"
palitra 60л пакет,"[(0, 7, 'B-BRAND'), (8, 11, 'B-VOLUME'), (12, 17, 'B-TYPE')]"
крем 2% 20г клиндамицин,"[(0, 4, 'B-TYPE'), (5, 7, 'B-PERCENT'), (8, 11, 'B-VOLUME'), (12, 23, 'B-BRAND')]"
творог талицкий 250г,"[(0, 6, 'B-TYPE'), (7, 15, 'B-BRAND'), (16, 20, 'B-VOLUME')]"
колбаса велком 500г,"[(0, 7, 'B-TYPE'), (8, 14, 'B-BRAND'), (15, 19, 'B-VOLUME')]"
"водка царь 40% 0,25 л","[(0, 5, 'B-TYPE'), (6, 10, 'B-BRAND'), (11, 14, 'B-PERCENT'), (15, 19, 'B-VOLUME'), (20, 21, 'I-VOLUME')]"
сыр 10% 250г,"[(0, 3, 'B-TYPE'), (4, 7, 'B-PERCENT'), (8, 12, 'B-VOLUME')]"
чизкейк 90г,"[(0, 7, 'B-TYPE'), (8, 11, 'B-VOLUME')]"
пон пон 980мл средство для мытья посуды,"[(0, 3, 'B-BRAND'), (4, 7, 'I-BRAND'), (8, 13, 'B-VOLUME'), (14, 22, 'B-TYPE'), (23, 26, 'I-TYPE'), (27, 32, 'I-TYPE'), (33, 39, 'I-TYPE')]"
barilla спагеттини 500г,"[(0, 7, 'B-BRAND'), (8, 18, 'B-TYPE'), (19, 23, 'B-VOLUME')]"
фасоль 500г кубаночка,"[(0, 6, 'B-TYPE'), (7, 11, 'B-VOLUME'), (12, 21, 'B-BRAND')]"
лесной бальзам ополаскиватель 400мл,"[(0, 6, 'B-BRAND'), (7, 14, 'I-BRAND'), (15, 29, 'B-TYPE'), (30, 35, 'B-VOLUME')]"
cle 101Л носки,"[(0, 3, 'B-BRAND'), (4, 8, 'B-VOLUME'), (9, 14, 'B-TYPE')]"
